,Date,Open,High,Low,Close
0,01 Jan 2019,10881.7,10923.6,10807.1,10910.1
1,02 Jan 2019,10868.85,10895.35,10735.05,10792.5
2,03 Jan 2019,10796.8,10814.05,10661.25,10672.25
3,04 Jan 2019,10699.7,10741.05,10628.65,10727.35
4,07 Jan 2019,10804.85,10835.95,10750.15,10771.8
5,08 Jan 2019,10786.25,10818.45,10733.25,10802.15
6,09 Jan 2019,10862.4,10870.4,10749.4,10855.15
7,10 Jan 2019,10859.35,10859.35,10801.8,10821.6
8,11 Jan 2019,10834.75,10850.15,10739.4,10794.95
9,14 Jan 2019,10807,10808,10692.35,10737.6
10,15 Jan 2019,10777.55,10896.95,10777.55,10886.8
11,16 Jan 2019,10899.65,10928.15,10876.9,10890.3
12,17 Jan 2019,10920.85,10930.65,10844.65,10905.2
13,18 Jan 2019,10914.85,10928.2,10852.2,10906.95
14,21 Jan 2019,10919.35,10987.45,10885.75,10961.85
15,22 Jan 2019,10949.8,10949.8,10864.15,10922.75
16,23 Jan 2019,10931.05,10944.8,10811.95,10831.5
17,24 Jan 2019,10844.05,10866.6,10798.65,10849.8
18,25 Jan 2019,10859.75,10931.7,10756.45,10780.55
19,28 Jan 2019,10792.45,10804.45,10630.95,10661.55
20,29 Jan 2019,10653.7,10690.35,10583.65,10652.2
21,30 Jan 2019,10702.25,10710.2,10612.85,10651.8
22,31 Jan 2019,10690.55,10838.05,10678.55,10830.95
23,01 Feb 2019,10851.35,10983.45,10813.45,10893.65
24,04 Feb 2019,10876.75,10927.9,10814.15,10912.25
25,05 Feb 2019,10908.65,10956.7,10886.7,10934.35
26,06 Feb 2019,10965.1,11072.6,10962.7,11062.45
27,07 Feb 2019,11070.45,11118.1,11043.6,11069.4
28,08 Feb 2019,11023.5,11041.2,10925.45,10943.6
29,11 Feb 2019,10930.9,10930.9,10857.1,10888.8
30,12 Feb 2019,10879.7,10910.9,10823.8,10831.4
31,13 Feb 2019,10870.55,10891.65,10772.1,10793.65
32,14 Feb 2019,10786.1,10792.7,10718.75,10746.05
33,15 Feb 2019,10780.25,10785.75,10620.4,10724.4
34,18 Feb 2019,10738.65,10759.9,10628.4,10640.95
35,19 Feb 2019,10636.7,10722.85,10585.65,10604.35
36,20 Feb 2019,10655.45,10752.7,10646.4,10735.45
37,21 Feb 2019,10744.1,10808.85,10721.5,10789.85
38,22 Feb 2019,10782.7,10801.55,10758.4,10791.65
39,25 Feb 2019,10813.25,10887.1,10788.05,10880.1
40,26 Feb 2019,10775.3,10888.75,10729.3,10835.3
41,27 Feb 2019,10881.2,10939.7,10751.2,10806.65
42,28 Feb 2019,10865.7,10865.7,10784.85,10792.5
43,01 Mar 2019,10842.65,10877.9,10823.1,10863.5
44,05 Mar 2019,10864.85,10994.9,10817,10987.45
45,06 Mar 2019,11024.85,11062.3,10998.85,11053.0
46,07 Mar 2019,11077.95,11089.05,11027.1,11058.2
47,08 Mar 2019,11038.85,11049,11008.95,11035.4
48,11 Mar 2019,11068.75,11180.9,11059.85,11168.05
49,12 Mar 2019,11231.35,11320.4,11227,11301.2
50,13 Mar 2019,11326.2,11352.3,11276.6,11341.7
51,14 Mar 2019,11382.5,11383.45,11313.75,11343.25
52,15 Mar 2019,11376.85,11487,11370.8,11426.85
53,18 Mar 2019,11473.85,11530.15,11412.5,11462.2
54,19 Mar 2019,11500.3,11543.85,11451.25,11532.4
55,20 Mar 2019,11553.35,11556.1,11503.1,11521.05
56,22 Mar 2019,11549.2,11572.8,11434.55,11456.9
57,25 Mar 2019,11395.65,11395.65,11311.6,11354.25
58,26 Mar 2019,11375.2,11496.75,11352.45,11483.25
59,27 Mar 2019,11531.45,11546.2,11413,11445.05
60,28 Mar 2019,11463.65,11588.5,11452.45,11570.0
61,29 Mar 2019,11625.45,11630.35,11570.15,11623.9
62,01 Apr 2019,11665.2,11738.1,11644.75,11669.15
63,02 Apr 2019,11711.55,11729.35,11655.85,11713.2
64,03 Apr 2019,11735.3,11761,11629.15,11643.95
65,04 Apr 2019,11660.2,11662.55,11559.2,11598.0
66,05 Apr 2019,11638.4,11689.65,11609.5,11665.95
67,08 Apr 2019,11704.35,11710.3,11549.1,11604.5
68,09 Apr 2019,11612.05,11683.9,11569.7,11671.95
69,10 Apr 2019,11646.85,11680.05,11571.75,11584.3
70,11 Apr 2019,11592.55,11606.7,11550.55,11596.7
71,12 Apr 2019,11612.85,11657.35,11578.8,11643.45
72,15 Apr 2019,11667,11704.6,11648.25,11690.35
73,16 Apr 2019,11736.2,11810.95,11731.55,11787.15
74,18 Apr 2019,11856.15,11856.15,11738.5,11752.8
75,22 Apr 2019,11727.05,11727.05,11583.95,11594.45
76,23 Apr 2019,11612.95,11645.95,11564.8,11575.95
77,24 Apr 2019,11601.5,11740.85,11578.85,11726.15
78,25 Apr 2019,11735.7,11796.75,11624.3,11641.8
79,26 Apr 2019,11683.75,11762.9,11661.75,11754.65
80,30 Apr 2019,11748.75,11756.25,11655.9,11748.15
81,02 May 2019,11725.55,11789.3,11699.55,11724.75
82,03 May 2019,11722.6,11770.9,11699.35,11712.25
83,06 May 2019,11605.8,11632.55,11571.35,11598.25
84,07 May 2019,11651.5,11657.05,11484.45,11497.9
85,08 May 2019,11478.7,11479.1,11346.95,11359.45
86,09 May 2019,11322.4,11357.6,11255.05,11301.8
87,10 May 2019,11314.15,11345.8,11251.05,11278.9
88,13 May 2019,11258.7,11300.2,11125.6,11148.2
89,14 May 2019,11151.65,11294.75,11108.3,11222.05
90,15 May 2019,11271.7,11286.8,11136.95,11157.0
91,16 May 2019,11180.35,11281.55,11143.35,11257.1
92,17 May 2019,11261.9,11426.15,11259.85,11407.15
93,20 May 2019,11651.9,11845.2,11591.7,11828.25
94,21 May 2019,11863.65,11883.55,11682.8,11709.1
95,22 May 2019,11727.95,11784.8,11682.4,11737.9
96,23 May 2019,11901.3,12041.15,11614.5,11657.05
97,24 May 2019,11748,11859,11658.1,11844.1
98,27 May 2019,11855.5,11957.15,11812.4,11924.75
99,28 May 2019,11958.35,11958.55,11864.9,11928.75
100,29 May 2019,11905.8,11931.9,11836.8,11861.1
101,30 May 2019,11865.3,11968.55,11859.4,11945.9
102,31 May 2019,11999.8,12039.25,11829.45,11922.8
103,03 Jun 2019,11953.75,12103.05,11920.1,12088.55
104,04 Jun 2019,12052.65,12095.2,12005.85,12021.65
105,06 Jun 2019,12039.8,12039.8,11830.25,11843.75
106,07 Jun 2019,11865.2,11897.5,11769.5,11870.65
107,10 Jun 2019,11934.9,11975.05,11871.75,11922.7
108,11 Jun 2019,11959.85,12000.35,11904.35,11965.6
109,12 Jun 2019,11962.45,11962.45,11866.35,11906.2
110,13 Jun 2019,11873.9,11931.35,11817.05,11914.05
111,14 Jun 2019,11910.1,11911.85,11797.7,11823.3
112,17 Jun 2019,11844,11844.05,11657.75,11672.15
113,18 Jun 2019,11677.05,11727.2,11641.15,11691.5
114,19 Jun 2019,11744.45,11802.5,11625.1,11691.45
115,20 Jun 2019,11653.65,11843.5,11635.05,11831.75
116,21 Jun 2019,11827.6,11827.95,11705.1,11724.1
117,24 Jun 2019,11725.8,11754,11670.2,11699.65
118,25 Jun 2019,11681,11814.4,11651,11796.45
119,26 Jun 2019,11768.15,11871.85,11757.55,11847.55
120,27 Jun 2019,11860.85,11911.15,11821.05,11841.55
121,28 Jun 2019,11861.15,11871.7,11775.5,11788.85
122,01 Jul 2019,11839.9,11884.65,11830.8,11865.6
123,02 Jul 2019,11890.3,11917.45,11814.7,11910.3
124,03 Jul 2019,11932.15,11945.2,11887.05,11916.75
125,04 Jul 2019,11928.8,11969.25,11923.65,11946.75
126,05 Jul 2019,11964.75,11981.75,11797.9,11811.15
127,08 Jul 2019,11770.4,11771.9,11523.3,11558.6
128,09 Jul 2019,11531.6,11582.55,11461,11555.9
129,10 Jul 2019,11536.15,11593.7,11475.65,11498.9
130,11 Jul 2019,11561.45,11599,11519.5,11582.9
131,12 Jul 2019,11601.15,11639.55,11538.6,11552.5
132,15 Jul 2019,11614.75,11618.4,11532.3,11588.35
133,16 Jul 2019,11596.65,11670.05,11573.95,11662.6
134,17 Jul 2019,11670.75,11706.65,11651.15,11687.5
135,18 Jul 2019,11675.6,11677.15,11582.4,11596.9
136,19 Jul 2019,11627.95,11640.35,11399.3,11419.25
137,22 Jul 2019,11392.85,11398.15,11301.25,11346.2
138,23 Jul 2019,11372.25,11398.15,11302.8,11331.05
139,24 Jul 2019,11322.45,11359.75,11229.8,11271.3
140,25 Jul 2019,11290.4,11361.4,11239.35,11252.15
141,26 Jul 2019,11247.45,11307.6,11210.05,11284.3
142,29 Jul 2019,11307.5,11310.95,11152.4,11189.2
143,30 Jul 2019,11213.7,11267.45,11072.65,11085.4
144,31 Jul 2019,11034.05,11145.3,10999.4,11118.0
145,01 Aug 2019,11060.2,11076.75,10881,10980.0
146,02 Aug 2019,10930.3,11080.15,10848.95,10997.35
147,05 Aug 2019,10895.8,10895.8,10782.6,10862.6
148,06 Aug 2019,10815.4,11018.55,10813.8,10948.25
149,07 Aug 2019,10958.1,10975.65,10835.9,10855.5
150,08 Aug 2019,10899.2,11058.05,10842.95,11032.45
151,09 Aug 2019,11087.9,11181.45,11062.8,11109.65
152,13 Aug 2019,11139.4,11145.9,10901.6,10925.85
153,14 Aug 2019,11003.25,11078.15,10935.6,11029.4
154,16 Aug 2019,11043.65,11068.65,10924.3,11047.8
155,19 Aug 2019,11094.8,11146.9,11037.85,11053.9
156,20 Aug 2019,11063.9,11076.3,10985.3,11017.0
157,21 Aug 2019,11018.15,11034.2,10906.65,10918.7
158,22 Aug 2019,10905.3,10908.25,10718.3,10741.35
159,23 Aug 2019,10699.6,10862.55,10637.15,10829.35
160,26 Aug 2019,11000.3,11070.3,10756.55,11057.85
161,27 Aug 2019,11106.55,11141.75,11049.5,11105.35
162,28 Aug 2019,11101.3,11129.65,10987.65,11046.1
163,29 Aug 2019,10996.05,11021.1,10922.4,10948.3
164,30 Aug 2019,10987.8,11042.6,10874.8,11023.25
165,03 Sep 2019,10960.95,10967.5,10772.7,10797.9
166,04 Sep 2019,10790.4,10858.75,10746.35,10844.65
167,05 Sep 2019,10860.95,10920.1,10816,10847.9
168,06 Sep 2019,10883.8,10957.05,10867.45,10946.2
169,09 Sep 2019,10936.7,11028.85,10889.8,11003.05
170,11 Sep 2019,11028.5,11054.8,11011.65,11035.7
171,12 Sep 2019,11058.3,11081.75,10964.95,10982.8
172,13 Sep 2019,10986.8,11084.45,10945.75,11075.9
173,16 Sep 2019,10994.85,11052.7,10968.2,11003.5
174,17 Sep 2019,11000.1,11000.1,10796.5,10817.6
175,18 Sep 2019,10872.8,10885.15,10804.85,10840.65
176,19 Sep 2019,10845.2,10845.2,10670.25,10704.8
177,20 Sep 2019,10746.8,11381.9,10691,11274.2
178,23 Sep 2019,11542.7,11694.85,11471.35,11600.2
179,24 Sep 2019,11590.7,11655.05,11539.2,11588.2
180,25 Sep 2019,11564.85,11564.95,11416.1,11440.2
181,26 Sep 2019,11469.85,11610.85,11466.35,11571.2
182,27 Sep 2019,11556.35,11593.6,11499.75,11512.4
183,30 Sep 2019,11491.15,11508.25,11390.8,11474.45
184,01 Oct 2019,11515.4,11554.2,11247.9,11359.9
185,03 Oct 2019,11322.25,11370.4,11257.35,11314.0
186,04 Oct 2019,11388.45,11400.3,11158.35,11174.75
187,07 Oct 2019,11196.2,11233.85,11112.65,11126.4
188,09 Oct 2019,11152.95,11321.6,11090.15,11313.3
189,10 Oct 2019,11280.5,11293.35,11208.55,11234.55
190,11 Oct 2019,11257.7,11362.9,11189.4,11305.05
191,14 Oct 2019,11335.9,11420.45,11290.05,11341.15
192,15 Oct 2019,11360.85,11462.35,11342.1,11428.3
193,16 Oct 2019,11464.95,11481.05,11411.1,11464.0
194,17 Oct 2019,11466.3,11599.1,11439.65,11586.35
195,18 Oct 2019,11580.3,11684.7,11553.15,11661.85
196,22 Oct 2019,11657.15,11714.35,11573.65,11588.35
197,23 Oct 2019,11596.2,11651.6,11554.4,11604.1
198,24 Oct 2019,11661.65,11679.6,11534.65,11582.6
199,25 Oct 2019,11646.15,11646.9,11490.75,11583.9
200,27 Oct 2019,11662.25,11672.4,11604.6,11627.15
201,29 Oct 2019,11643.95,11809.4,11627.35,11786.85
202,30 Oct 2019,11883.9,11883.95,11784.45,11844.1
203,31 Oct 2019,11890.45,11945,11855.1,11877.45
204,01 Nov 2019,11886.6,11918.3,11843.35,11890.6
205,04 Nov 2019,11928.9,11989.15,11905.35,11941.3
206,05 Nov 2019,11974.6,11978.95,11861.9,11917.2
207,06 Nov 2019,11911.5,12002.9,11850.25,11966.05
208,07 Nov 2019,12021.1,12021.4,11946.85,12012.05
209,08 Nov 2019,11987.15,12034.15,11888.75,11908.15
210,11 Nov 2019,11879.2,11932.65,11853.95,11913.45
211,13 Nov 2019,11908.3,11946.8,11823.2,11840.45
212,14 Nov 2019,11858.75,11895.65,11802.65,11872.1
213,15 Nov 2019,11904.2,11973.65,11879.25,11895.45
214,18 Nov 2019,11915.15,11946.2,11867.6,11884.5
215,19 Nov 2019,11919.45,11958.85,11881.75,11940.1
216,20 Nov 2019,12004.75,12038.6,11966.05,11999.1
217,21 Nov 2019,12025.65,12028.2,11956.9,11968.4
218,22 Nov 2019,11967.3,11968.1,11883.5,11914.4
219,25 Nov 2019,11922.45,12084.5,11919.75,12073.75
220,26 Nov 2019,12110.2,12132.45,12006.35,12037.7
221,27 Nov 2019,12068.5,12114.9,12055.15,12100.7
222,28 Nov 2019,12132.1,12158.8,12099.95,12151.15
223,29 Nov 2019,12146.2,12147.4,12017.4,12056.05
224,02 Dec 2019,12137.05,12137.15,12023.7,12048.2
225,03 Dec 2019,12067.65,12068.6,11956.4,11994.2
226,04 Dec 2019,11969.95,12054.7,11935.3,12043.2
227,05 Dec 2019,12071.25,12081.2,11998.75,12018.4
228,06 Dec 2019,12047.35,12057.05,11888.85,11921.5
229,09 Dec 2019,11939.1,11981.95,11888.05,11937.5
230,10 Dec 2019,11950.5,11953.2,11844.7,11856.8
231,11 Dec 2019,11867.35,11923.2,11832.3,11910.15
232,12 Dec 2019,11944.3,12005.5,11934,11971.8
233,13 Dec 2019,12026.4,12098.85,12023.6,12086.7
234,16 Dec 2019,12131.35,12134.65,12046.3,12053.95
235,17 Dec 2019,12082.45,12182.75,12070.35,12165.0
236,18 Dec 2019,12197,12237.7,12163.45,12221.65
237,19 Dec 2019,12223.4,12268.35,12191.15,12259.7
238,20 Dec 2019,12266.45,12293.9,12252.75,12271.8
239,23 Dec 2019,12235.45,12287.15,12213.25,12262.75
240,24 Dec 2019,12269.25,12283.7,12202.1,12214.55
241,26 Dec 2019,12211.85,12221.55,12118.85,12126.55
242,27 Dec 2019,12172.9,12258.45,12157.9,12245.8
243,30 Dec 2019,12274.9,12286.45,12213.8,12255.85
244,31 Dec 2019,12247.1,12247.1,12151.8,12168.45
245,01 Jan 2020,12202.15,12222.2,12165.3,12182.5
246,02 Jan 2020,12198.55,12289.9,12195.25,12282.2
247,03 Jan 2020,12261.1,12265.6,12191.35,12226.65
248,06 Jan 2020,12170.6,12179.1,11974.2,11993.05
249,07 Jan 2020,12079.1,12152.15,12005.35,12052.95
250,08 Jan 2020,11939.1,12044.95,11929.6,12025.35
251,09 Jan 2020,12153.15,12224.05,12132.55,12215.9
252,10 Jan 2020,12271,12311.2,12213.2,12256.8
253,13 Jan 2020,12296.7,12337.75,12285.8,12329.55
254,14 Jan 2020,12333.1,12374.25,12308.7,12362.3
255,15 Jan 2020,12349.4,12355.15,12278.75,12343.3
256,16 Jan 2020,12347.1,12389.05,12315.8,12355.5
257,17 Jan 2020,12328.4,12385.45,12321.4,12352.35
258,20 Jan 2020,12430.5,12430.5,12216.9,12224.55
259,21 Jan 2020,12195.3,12230.05,12162.3,12169.85
260,22 Jan 2020,12218.35,12225.05,12087.9,12106.9
261,23 Jan 2020,12123.75,12189,12094.1,12180.35
262,24 Jan 2020,12174.55,12272.15,12149.65,12248.25
263,27 Jan 2020,12197.1,12216.6,12107,12119.0
264,28 Jan 2020,12148.1,12163.55,12024.5,12055.8
265,29 Jan 2020,12114.9,12169.6,12103.8,12129.5
266,30 Jan 2020,12147.75,12150.3,12010.6,12035.8
267,31 Jan 2020,12100.4,12103.55,11945.85,11962.1
268,01 Feb 2020,11939,12017.35,11633.3,11661.85
269,03 Feb 2020,11627.45,11749.85,11614.5,11707.9
270,04 Feb 2020,11786.25,11986.15,11783.4,11979.65
271,05 Feb 2020,12005.85,12098.15,11953.35,12089.15
272,06 Feb 2020,12120,12160.6,12084.65,12137.95
273,07 Feb 2020,12151.15,12154.7,12073.95,12098.35
274,10 Feb 2020,12102.35,12103.55,11990.75,12031.5
275,11 Feb 2020,12108.4,12172.3,12099,12107.9
276,12 Feb 2020,12151,12231.75,12144.3,12201.2
277,13 Feb 2020,12219.55,12225.65,12139.8,12174.65
278,14 Feb 2020,12190.15,12246.7,12091.2,12113.45
279,17 Feb 2020,12131.8,12159.6,12037,12045.8
280,18 Feb 2020,12028.25,12030.75,11908.05,11992.5
281,19 Feb 2020,12090.6,12134.7,12042.1,12125.9
282,20 Feb 2020,12119,12152,12071.45,12080.85
283,24 Feb 2020,12012.55,12012.55,11813.4,11829.4
284,25 Feb 2020,11877.5,11883.05,11779.9,11797.9
285,26 Feb 2020,11738.55,11783.25,11639.6,11678.5
286,27 Feb 2020,11661.25,11663.85,11536.7,11633.3
287,28 Feb 2020,11382,11384.8,11175.05,11201.75
288,02 Mar 2020,11387.35,11433,11036.25,11132.75
289,03 Mar 2020,11217.55,11342.25,11152.55,11303.3
290,04 Mar 2020,11351.35,11356.6,11082.15,11251.0
291,05 Mar 2020,11306.05,11389.5,11244.6,11269.0
292,06 Mar 2020,10942.65,11035.1,10827.4,10989.45
293,09 Mar 2020,10742.05,10751.55,10294.45,10451.45
294,11 Mar 2020,10334.3,10545.1,10334,10458.4
295,12 Mar 2020,10039.95,10040.75,9508,9590.15
296,13 Mar 2020,9107.6,10159.4,8555.15,9955.2
297,16 Mar 2020,9587.8,9602.2,9165.1,9197.4
298,17 Mar 2020,9285.4,9403.8,8915.6,8967.05
299,18 Mar 2020,9088.45,9127.55,8407.05,8468.8
300,19 Mar 2020,8063.3,8575.45,7832.55,8263.45
301,20 Mar 2020,8284.45,8883,8178.2,8745.45
302,23 Mar 2020,7945.7,8159.25,7583.6,7610.25
303,24 Mar 2020,7848.3,8036.95,7511.1,7801.05
304,25 Mar 2020,7735.15,8376.75,7714.75,8317.85
305,26 Mar 2020,8451,8749.05,8304.9,8641.45
306,27 Mar 2020,8949.1,9038.9,8522.9,8660.25
307,30 Mar 2020,8385.95,8576,8244,8281.1
308,31 Mar 2020,8529.35,8678.3,8358,8597.75
309,01 Apr 2020,8584.1,8588.1,8198.35,8253.8
310,03 Apr 2020,8356.55,8356.55,8055.8,8083.8
311,07 Apr 2020,8446.3,8819.4,8360.95,8792.2
312,08 Apr 2020,8688.9,9131.7,8653.9,8748.75
313,09 Apr 2020,8973.05,9128.35,8904.55,9111.9
314,13 Apr 2020,9103.95,9112.05,8912.4,8993.85
315,15 Apr 2020,9196.4,9261.2,8874.1,8925.3
316,16 Apr 2020,8851.25,9053.75,8821.9,8992.8
317,17 Apr 2020,9323.45,9324,9091.35,9266.75
318,20 Apr 2020,9390.2,9390.85,9230.8,9261.85
319,21 Apr 2020,9016.95,9044.4,8909.4,8981.45
320,22 Apr 2020,9026.75,9209.75,8946.25,9187.3
321,23 Apr 2020,9232.35,9343.6,9170.15,9313.9
322,24 Apr 2020,9163.9,9296.9,9141.3,9154.4
323,27 Apr 2020,9259.7,9377.1,9250.35,9282.3
324,28 Apr 2020,9389.8,9404.4,9260,9380.9
325,29 Apr 2020,9408.6,9599.85,9392.35,9553.35
326,30 Apr 2020,9753.5,9889.05,9731.5,9859.9
327,04 May 2020,9533.5,9533.5,9266.95,9293.5
